Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
13-024997,2013-06,1/1/2005 8:00,Y,NA,NA,1,NA,115100,3,FRAUD-STEALING BY DECEIT/OVER $150,3438,RUSSELL BLVD,26,NA,NA,3438,RUSSELL,895608.4,1012194
13-026782,2013-06,1/1/2009 18:06,Y,NA,NA,1,NA,115400,8,STLG BY DECEIT/IDENTITY THEFT REPORT,3145,WHITTIER ST,56,NA,APT 2S,3145,WHITTIER,896959.7,1030921
13-029672,2013-06,1/1/2011 1:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3600,OREGON AVE,19,NA,NA,3600,OREGON,896683.8,1003590
13-028717,2013-06,1/1/2013 0:01,Y,NA,NA,1,NA,65701,3,LARCENY-MTR VEH PARTS UNDER $500,4032,CASTLEMAN AVE,27,NA,NA,4032,CASTLEMAN,891786.8,1012844
13-029830,2013-06,1/1/2013 18:30,Y,NA,NA,1,NA,178100,6,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,4300,SHREVE AVE,69,NA,5908 DUPREE AVE,4300,SHREVE,894273.9,1037069
13-030512,2013-06,1/16/2012 0:01,Y,NA,NA,1,NA,91124,8,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",3932,LABADIE AVE,56,NA,NA,3932,LABADIE,898068.6,1029033
12-003009,2013-06,1/19/2012 21:00,NA,NA,NA,-1,NA,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5033,DEVONSHIRE,7,NA,NA,3610,BROADWAY,0,0
13-031069,2013-06,1/24/2013 12:00,Y,NA,NA,1,NA,115500,9,FRAUD/STEALING BY DECEIT-O/$150,2836,LOCUST ST,37,ABILITY BUILDING AND RESTORATIONS,NA,2836,LOCUST,900347.2,1020190
13-029064,2013-06,1/29/2013 0:01,Y,NA,NA,1,NA,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4023,N NEWSTEAD AVE,69,NA,NA,4023,NEWSTEAD,895976.3,1033894
12-001376,2013-06,1/5/2012 9:00,NA,NA,NA,-1,NA,117000,7,FAILURE TO RETURN BORROWED/RENTED VEHICL,5453,DELMAR,49,NA,:APT 212,5453,DELMAR,0,0
13-030345,2013-06,10/1/2009 16:13,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3200,MIAMI ST,19,NA,NA,3200,MIAMI,894905.9,1004144
13-027007,2013-06,10/10/2012 8:00,Y,NA,NA,1,NA,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2111,CRITTENDEN ST,22,NA,NA,2111,CRITTENDEN,900075.2,1007197
12-053891,2013-06,10/17/2012 18:12,NA,NA,NA,1,NA,263120,2,OBSTRUCT GOVRN OP-FALSE REPORT,3805,KINGSHIGHWAY,14,M AND A MARKET,: #1114624,3805,KINGSHIGHWAY,0,0
12-053891,2013-06,10/17/2012 18:12,NA,NA,NA,-1,NA,34111,2,ROBBERY-CONVEN STOR/FIREARM USED/SUCCESS,3805,KINGSHIGHWAY,14,M AND A MARKET,: #1114624,3805,KINGSHIGHWAY,0,0
13-030355,2013-06,10/22/2012 16:15,Y,NA,NA,1,NA,67601,7,"LARCENY-FROM BUILDING $500 - $24,999",5015,MAPLE AVE,51,NA,NA,5015,MAPLE,887936.4,1028962
13-027403,2013-06,10/31/2012 19:00,Y,NA,NA,1,NA,65701,3,LARCENY-MTR VEH PARTS UNDER $500,3620,NEBRASKA AVE,19,NA,NA,3620,NEBRASKA,896561.9,1003712
13-031508,2013-06,11/1/2011 0:01,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4900,THEKLA AVE,71,NA,NA,4900,THEKLA,894224.9,1039236
13-027146,2013-06,11/1/2011 12:00,Y,NA,NA,1,NA,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,831,HARLAN AVE,74,NA,NA,831,HARLAN,897256.5,1051956
13-031356,2013-06,11/1/2011 8:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4900,THEKLA AVE,71,NA,NA,4900,THEKLA,894224.9,1039236
13-026888,2013-06,11/1/2012 12:00,Y,NA,NA,1,NA,65701,5,LARCENY-MTR VEH PARTS UNDER $500,2239,UNIVERSITY ST,60,NA,NA,2239,UNIVERSITY,904097.9,1026857
