Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
13-044972,2013-09,1/1/2009 8:23,Y,NA,NA,1,NA,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4121,BLOW ST,4,NA,NA,4121,BLOW,884062.9,994296.8
13-043743,2013-09,1/1/2010 0:01,Y,NA,NA,1,NA,21000,8,RAPE -- FORCIBLE,3900,LEXINGTON AVE,56,NA,NA,3900,LEXINGTON,898651.3,1030291
13-048384,2013-09,1/1/2011 12:00,Y,NA,NA,1,NA,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8906,RIVERVIEW BLVD,74,NA,NA,8906,RIVERVIEW,894308.9,1050944
13-039594,2013-09,1/1/2013 18:06,NA,NA,NA,-1,NA,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,6369,SUTHERLAND,8,NA,NA,6369,SUTHERLAND,0,0
13-044380,2013-09,1/1/2013 8:00,Y,NA,NA,1,NA,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,4253,UTAH ST,15,NA,NA,4253,UTAH,888633.8,1007082
13-044310,2013-09,1/1/2013 8:00,Y,NA,NA,1,NA,67701,2,LARCENY-FROM BUILDING UNDER $500,3419,LEOLA AVE,9,NA,SINGLE FAMILY RESIDENCE,3419,LEOLA,876689.9,1007778
13-046941,2013-09,1/1/2013 8:21,Y,NA,NA,1,NA,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3833,LOUIS ST,4,NA,NA,3833,LOUIS,885118.3,991948.1
13-048451,2013-09,1/20/2013 12:00,Y,NA,NA,1,NA,65701,2,LARCENY-MTR VEH PARTS UNDER $500,5134,SOUTHWEST AVE,13,GENTZ AUTOMOTIVE,NA,5134,SOUTHWEST,885115,1011420
13-049527,2013-09,10/1/2011 12:00,Y,NA,NA,1,NA,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0,NA,NA,5083,DURANT,0,0
13-046777,2013-09,10/19/2012 0:01,Y,NA,NA,1,NA,44025,8,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,4055,FINNEY AVE,58,NA,NA,4055,FINNEY,894695.7,1025215
12-056174,2013-09,10/29/2012 21:00,NA,NA,NA,-1,NA,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5126,PENNSYLVANIA,17,NA,NA,5126,PENNSYLVANIA,0,0
12-056388,2013-09,10/31/2012 9:30,NA,NA,NA,-1,NA,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2321,LOCUST,36,NA,NA,2321,LOCUST,0,0
12-052527,2013-09,10/9/2012 15:30,NA,NA,NA,-1,NA,241100,0,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,701,MARKET,4,PEABODY ENERGY,NA,701,MARKET,0,0
13-045327,2013-09,11/19/2008 11:48,Y,NA,NA,1,NA,115100,9,FRAUD-STEALING BY DECEIT/OVER $150,3520,PAGE BLVD,77,NA,NA,3520,PAGE,898137.4,1024119
13-047100,2013-09,11/26/2009 0:01,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,3400,LAWN AVE,14,NA,NA,5000,THEKLA,885427.3,1006109
13-046778,2013-09,11/3/2012 0:01,Y,NA,NA,1,NA,43025,7,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,5024,GRANBERRY WAY LN,52,NA,NA,5024,GRANBERRY WAY,890253.5,1034058
13-045993,2013-09,11/9/2009 0:01,Y,NA,NA,1,NA,21000,8,RAPE -- FORCIBLE,4500,DR MARTIN LUTHER K,54,NA,NA,4500,DR MARTIN LUTHER KING,891741.3,1028509
13-047143,2013-09,12/18/2012 8:46,Y,NA,NA,1,NA,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5002,ELENORE AVE,5,NA,NA,5002,ELENORE,884461.9,1001385
13-048185,2013-09,12/20/1999 0:01,Y,NA,NA,1,NA,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1913,SAINT LOUIS AVE,60,NA,NA,1913,SAINT LOUIS,905600.7,1026046
13-048735,2013-09,12/9/2012 11:13,Y,NA,NA,1,NA,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,3616,FILLMORE ST,3,NA,NA,3616,FILLMORE,889372.4,994764.6
