MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2013-04,01/01/1998 14:14,Y,NA,NA,1,21000,5,RAPE -- FORCIBLE,4300,N FLORISSANT AVE,66,NA,NA,4300,FLORISSANT,903430.4,1031900
2013-04,01/01/2005 10:07,Y,NA,NA,1,21000,1,RAPE -- FORCIBLE,6200,VIRGINIA AVE,1,NA,NA,6200,VIRGINIA,891359.4,992770.8
2013-04,01/01/2008 00:01,Y,NA,NA,1,21000,8,RAPE -- FORCIBLE,4100,ASHLAND AVE,56,NA,1ST FL,4600,MCMILLAN,897655.1,1030726
2013-04,01/01/2011 12:00,Y,NA,NA,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,831,HARLAN AVE,74,NA,NA,831,HARLAN,897256.5,1051956
2013-04,01/01/2012 12:14,Y,NA,NA,1,179210,1,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,8200,MINNESOTA AVE,2,NA,NA,8200,MINNESOTA,887531.1,987043
2013-04,01/01/2013 00:01,Y,NA,NA,1,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4415,MARCUS AVE,69,NA,NA,4415,MARCUS,895048.2,1037045
2013-04,01/01/2013 12:00,Y,NA,NA,1,65701,5,LARCENY-MTR VEH PARTS UNDER $500,3103,N GRAND BLVD,59,YOUNG S AUTO BODY,NA,3103,GRAND,900455.4,1028824
2013-04,01/01/2013 14:24,Y,NA,NA,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4635,RIDGEWOOD AVE,5,ALEX ABOUSIE PAVILION,NA,4635,RIDGEWOOD,885236.3,1001889
2013-04,01/04/2013 05:47,Y,NA,NA,1,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1200,CLARK AVE,36,NA,@HEADQUARTERS,1200,CLARK,905878.5,1016618
2013-04,01/05/2013 09:19,Y,NA,NA,1,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1957,ARSENAL ST,22,NA,NA,1957,ARSENAL,900308.8,1006681
2013-04,01/05/2013 18:45,NA,Y,NA,-1,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5540,GENEVIEVE,72,NA,NA,5540,GENEVIEVE,0,0
2013-04,01/09/2013 20:20,Y,NA,NA,1,92000,7,SIMPLE ASSAULT-HARRASSMENT,6116,MCPHERSON AVE,46,NA,NA,6116,MCPHERSON,878082.7,1026055
2013-04,01/12/2013 09:09,Y,NA,NA,1,111110,1,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1020,LOUGHBOROUGH AVE,1,SCHNUCKS,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
2013-04,01/14/2013 00:01,Y,NA,NA,1,112010,9,FRAUD-CREDIT DEVICE/OVER $150,3811,WEST PINE BLVD,37,MARGRET HALL,SAINT LOUIS UNIVERSITY,3545,LINDELL,894686.1,1021050
2013-04,01/15/2013 08:00,Y,NA,NA,1,65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,FOREST PARK - PARK M,82,PARK MAINTENANCE BUILDING,VEHICLE PARKED ON LOT,NA,NA,882778.8,1019074
2013-04,01/15/2013 16:43,Y,NA,NA,1,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4965,THOLOZAN AVE,14,NA,NA,4965,THOLOZAN,884622.8,1005266
2013-04,01/18/2013 18:30,Y,NA,NA,1,64601,9,"LARCENY-FROM MTR VEH $500 - $24,999",4550,FOREST PARK AVE,38,NA,NA,4550,FOREST PARK,888974.3,1021449
2013-04,01/20/2013 08:00,Y,NA,NA,1,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2307,S JEFFERSON AVE,24,NA,VACANT RESIDENCE,2307,JEFFERSON,899383.4,1010127
2013-04,01/25/2013 06:00,Y,NA,NA,1,51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2210,BREMEN AVE,65,NA,NA,2210,BREMEN,903709.2,1029619
2013-04,01/25/2013 11:53,Y,NA,NA,1,103000,9,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,920,N GRAND BLVD,77,NA,@CHURCHES CHICKEN - 920 N GRAND (NEA,920,GRAND,897573.6,1022702
