MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2013-05,01/01/1998 00:01,Y,NA,NA,1,171300,4,SEX OFFNS-STATUATORY RAPE/SECOND,0,N TUCKER BLVD / CARR,62,NA,NA,NA,TUCKER,907290.6,1020689
2013-05,01/01/2001 08:00,Y,NA,NA,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1954,PRESIDENT ST,18,NA,NA,1954,PRESIDENT,900249.5,1003978
2013-05,01/01/2008 00:01,Y,NA,NA,1,21000,3,RAPE -- FORCIBLE,3200,OREGON AVE,30,NA,NA,3200,OREGON,897399.5,1006858
2013-05,01/01/2009 00:01,Y,NA,NA,1,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,3800,MAFFITT AVE,59,NA,NA,3800,MAFFITT,898381.4,1028032
2013-05,01/01/2013 01:10,Y,NA,NA,1,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5823,WILSON AVE,12,NA,NA,5823,WILSON,881554.4,1013910
2013-05,01/01/2013 08:00,Y,NA,NA,1,67701,6,LARCENY-FROM BUILDING UNDER $500,848,GUSTAV AVE,74,NA,NA,848,GUSTAV,897050.1,1052508
2013-05,01/01/2013 09:54,Y,NA,NA,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2731,ACCOMAC ST,24,NA,NA,2731,ACCOMAC,898638.8,1011083
2013-05,01/02/2013 11:37,Y,NA,NA,1,262100,2,PORNAGRAPHY-PROMOTING,5004,COLUMBIA AVE,13,NA,NA,5004,COLUMBIA,0,0
2013-05,01/04/2013 09:18,Y,NA,NA,1,111200,1,FRAUD-BAD CHECK/NO ACCOUNT,3824,PENNSYLVANIA AVE,16,NA,NA,3824,PENNSYLVANIA,896023.5,1002428
2013-05,01/26/2013 08:00,Y,NA,NA,1,69602,2,"LARCENY-ALL OTHER $500 - $24,999",6035,ARTHUR AVE,9,NA,NA,6035,ARTHUR,879265.9,1007912
2013-05,01/26/2013 12:00,Y,NA,NA,1,51330,6,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,5706,PAMPLIN AVE,76,NA,NA,5706,PAMPLIN,890651.4,1047009
2013-05,01/27/2013 00:14,Y,NA,NA,1,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8370,N BROADWAY,74,NA,BOSS NITE CLUB,8370,BROADWAY,897449.1,1049251
2013-05,01/28/2013 12:23,Y,NA,NA,1,264100,1,HEALTH-SANITATION VIOL,300,E PRIMM ST,2,NA,NA,300,PRIMM,889306.3,986782.6
2013-05,01/31/2013 12:00,Y,NA,NA,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,1273,SELLS AVE,74,NA,NA,1273,SELLS,895083.8,1049370
2013-05,02/01/2011 11:00,Y,NA,NA,1,65701,6,LARCENY-MTR VEH PARTS UNDER $500,5257,DAVISON AVE,72,NA,NA,1200,CLARK,892229,1042387
2013-05,02/01/2013 12:00,Y,NA,NA,1,67701,8,LARCENY-FROM BUILDING UNDER $500,4468,LEXINGTON AVE,56,NA,1ST FLOOR,4468,LEXINGTON,894543.1,1032670
2013-05,02/02/2013 08:00,Y,NA,NA,1,67701,6,LARCENY-FROM BUILDING UNDER $500,6306,GARESCHE AVE,76,NA,NA,6306,GARESCHE,888349.3,1045700
2013-05,02/02/2013 08:00,Y,NA,NA,1,115400,9,STLG BY DECEIT/IDENTITY THEFT REPORT,3520,LACLEDE AVE,37,ST LOUIS UNIVERSITY,NA,3520,LACLEDE,896756.6,1019603
2013-05,02/03/2013 00:01,Y,NA,NA,1,21000,5,RAPE -- FORCIBLE,3800,GREER AVE,59,NA,NA,3800,GREER,899264.4,1029027
2013-05,02/06/2005 08:00,Y,NA,NA,1,115400,7,STLG BY DECEIT/IDENTITY THEFT REPORT,5811,CABANNE APT 2E,48,NA,NA,5811,CABANNE APT 2E,0,0
